,Store,DayOfWeek,Date,Sales,Customers,Open,Promo,StateHoliday,SchoolHoliday,Year,Month,Day,Lagged_Open
832117,2,7,2015-02-15,0,0,0,0,0,0,2015,2,15,0
833232,2,1,2015-02-16,7478,703,1,1,0,0,2015,2,16,1
834347,2,2,2015-02-17,6113,623,1,1,0,0,2015,2,17,0
835462,2,3,2015-02-18,6178,758,1,1,0,0,2015,2,18,0
836577,2,4,2015-02-19,5842,627,1,1,0,0,2015,2,19,0
837692,2,5,2015-02-20,4727,544,1,1,0,0,2015,2,20,0
838807,2,6,2015-02-21,3005,355,1,0,0,0,2015,2,21,0
839922,2,7,2015-02-22,0,0,0,0,0,0,2015,2,22,0
841037,2,1,2015-02-23,3633,481,1,0,0,0,2015,2,23,1
842152,2,2,2015-02-24,3755,498,1,0,0,0,2015,2,24,0
843267,2,3,2015-02-25,4666,653,1,0,0,0,2015,2,25,0
844382,2,4,2015-02-26,4035,509,1,0,0,0,2015,2,26,0
845497,2,5,2015-02-27,4022,517,1,0,0,0,2015,2,27,0
846612,2,6,2015-02-28,3032,378,1,0,0,0,2015,2,28,0
847727,2,7,2015-03-01,0,0,0,0,0,0,2015,3,1,0
848842,2,1,2015-03-02,7161,739,1,1,0,0,2015,3,2,1
849957,2,2,2015-03-03,6610,697,1,1,0,0,2015,3,3,0
851072,2,3,2015-03-04,6478,764,1,1,0,0,2015,3,4,0
852187,2,4,2015-03-05,5532,634,1,1,0,0,2015,3,5,0
853302,2,5,2015-03-06,4823,550,1,1,0,0,2015,3,6,0
854417,2,6,2015-03-07,3211,367,1,0,0,0,2015,3,7,0
855532,2,7,2015-03-08,0,0,0,0,0,0,2015,3,8,0
856647,2,1,2015-03-09,3967,532,1,0,0,0,2015,3,9,1
857762,2,2,2015-03-10,4095,512,1,0,0,0,2015,3,10,0
858877,2,3,2015-03-11,4949,668,1,0,0,0,2015,3,11,0
859992,2,4,2015-03-12,4065,514,1,0,0,0,2015,3,12,0
861107,2,5,2015-03-13,3430,442,1,0,0,0,2015,3,13,0
862222,2,6,2015-03-14,2803,343,1,0,0,0,2015,3,14,0
863337,2,7,2015-03-15,0,0,0,0,0,0,2015,3,15,0
864452,2,1,2015-03-16,7209,734,1,1,0,0,2015,3,16,1
865567,2,2,2015-03-17,6457,666,1,1,0,0,2015,3,17,0
866682,2,3,2015-03-18,7034,786,1,1,0,0,2015,3,18,0
867797,2,4,2015-03-19,5737,622,1,1,0,0,2015,3,19,0
868912,2,5,2015-03-20,4759,532,1,1,0,0,2015,3,20,0
870027,2,6,2015-03-21,2922,367,1,0,0,0,2015,3,21,0
871142,2,7,2015-03-22,0,0,0,0,0,0,2015,3,22,0
872257,2,1,2015-03-23,4183,516,1,0,0,0,2015,3,23,1
873372,2,2,2015-03-24,4436,523,1,0,0,0,2015,3,24,0
874487,2,3,2015-03-25,5150,684,1,0,0,0,2015,3,25,0
875602,2,4,2015-03-26,3912,486,1,0,0,0,2015,3,26,0
876717,2,5,2015-03-27,3800,458,1,0,0,0,2015,3,27,0
877832,2,6,2015-03-28,3011,355,1,0,0,0,2015,3,28,0
878947,2,7,2015-03-29,0,0,0,0,0,0,2015,3,29,0
880062,2,1,2015-03-30,8733,777,1,1,0,1,2015,3,30,1
881177,2,2,2015-03-31,10107,850,1,1,0,1,2015,3,31,0
882292,2,3,2015-04-01,6473,756,1,1,0,1,2015,4,1,0
883407,2,4,2015-04-02,6168,619,1,1,0,1,2015,4,2,0
884522,2,5,2015-04-03,0,0,0,1,b,1,2015,4,3,0
885637,2,6,2015-04-04,4446,506,1,0,0,0,2015,4,4,1
886752,2,7,2015-04-05,0,0,0,0,0,0,2015,4,5,0
887867,2,1,2015-04-06,0,0,0,0,b,1,2015,4,6,1
888982,2,2,2015-04-07,4588,582,1,0,0,1,2015,4,7,1
890097,2,3,2015-04-08,5304,677,1,0,0,1,2015,4,8,0
891212,2,4,2015-04-09,3793,501,1,0,0,1,2015,4,9,0
892327,2,5,2015-04-10,3824,488,1,0,0,1,2015,4,10,0
893442,2,6,2015-04-11,2662,319,1,0,0,0,2015,4,11,0
894557,2,7,2015-04-12,0,0,0,0,0,0,2015,4,12,0
895672,2,1,2015-04-13,6947,698,1,1,0,0,2015,4,13,1
896787,2,2,2015-04-14,6569,703,1,1,0,0,2015,4,14,0
897902,2,3,2015-04-15,7132,850,1,1,0,0,2015,4,15,0
899017,2,4,2015-04-16,5371,590,1,1,0,0,2015,4,16,0
900132,2,5,2015-04-17,4948,549,1,1,0,0,2015,4,17,0
901247,2,6,2015-04-18,3066,340,1,0,0,0,2015,4,18,0
902362,2,7,2015-04-19,0,0,0,0,0,0,2015,4,19,0
903477,2,1,2015-04-20,4184,511,1,0,0,0,2015,4,20,1
904592,2,2,2015-04-21,3291,469,1,0,0,0,2015,4,21,0
905707,2,3,2015-04-22,5032,641,1,0,0,0,2015,4,22,0
906822,2,4,2015-04-23,3588,482,1,0,0,0,2015,4,23,0
907937,2,5,2015-04-24,3678,482,1,0,0,0,2015,4,24,0
909052,2,6,2015-04-25,2916,453,1,0,0,0,2015,4,25,0
910167,2,7,2015-04-26,0,0,0,0,0,0,2015,4,26,0
911282,2,1,2015-04-27,6523,647,1,1,0,0,2015,4,27,1
912397,2,2,2015-04-28,6861,678,1,1,0,0,2015,4,28,0
913512,2,3,2015-04-29,6764,756,1,1,0,0,2015,4,29,0
914627,2,4,2015-04-30,6884,716,1,1,0,0,2015,4,30,0
915742,2,5,2015-05-01,0,0,0,1,a,0,2015,5,1,0
916857,2,6,2015-05-02,3590,423,1,0,0,0,2015,5,2,1
917972,2,7,2015-05-03,0,0,0,0,0,0,2015,5,3,0
919087,2,1,2015-05-04,6901,681,1,1,0,0,2015,5,4,1
920202,2,2,2015-05-05,6295,653,1,1,0,0,2015,5,5,0
921317,2,3,2015-05-06,6558,780,1,1,0,0,2015,5,6,0
922432,2,4,2015-05-07,5382,597,1,1,0,0,2015,5,7,0
923547,2,5,2015-05-08,5734,753,1,1,0,0,2015,5,8,0
924662,2,6,2015-05-09,2722,348,1,0,0,0,2015,5,9,0
925777,2,7,2015-05-10,0,0,0,0,0,0,2015,5,10,0
926892,2,1,2015-05-11,4521,544,1,0,0,0,2015,5,11,1
928007,2,2,2015-05-12,4319,541,1,0,0,0,2015,5,12,0
929122,2,3,2015-05-13,5662,734,1,0,0,0,2015,5,13,0
930237,2,4,2015-05-14,0,0,0,0,a,0,2015,5,14,0
931352,2,5,2015-05-15,5293,592,1,0,0,1,2015,5,15,1
932467,2,6,2015-05-16,2831,337,1,0,0,0,2015,5,16,0
933582,2,7,2015-05-17,0,0,0,0,0,0,2015,5,17,0
934697,2,1,2015-05-18,8078,747,1,1,0,0,2015,5,18,1
935812,2,2,2015-05-19,6388,631,1,1,0,0,2015,5,19,0
936927,2,3,2015-05-20,6696,794,1,1,0,0,2015,5,20,0
938042,2,4,2015-05-21,5431,609,1,1,0,0,2015,5,21,0
939157,2,5,2015-05-22,4564,504,1,1,0,0,2015,5,22,0
940272,2,6,2015-05-23,2732,331,1,0,0,0,2015,5,23,0
941387,2,7,2015-05-24,0,0,0,0,0,0,2015,5,24,0
942502,2,1,2015-05-25,0,0,0,0,a,0,2015,5,25,1
943617,2,2,2015-05-26,4708,564,1,0,0,0,2015,5,26,1
944732,2,3,2015-05-27,5093,672,1,0,0,0,2015,5,27,0
945847,2,4,2015-05-28,4049,518,1,0,0,0,2015,5,28,0
946962,2,5,2015-05-29,4541,576,1,0,0,0,2015,5,29,0
948077,2,6,2015-05-30,3447,513,1,0,0,0,2015,5,30,0
949192,2,7,2015-05-31,0,0,0,0,0,0,2015,5,31,0
950307,2,1,2015-06-01,6629,673,1,1,0,0,2015,6,1,1
951422,2,2,2015-06-02,7099,697,1,1,0,0,2015,6,2,0
952537,2,3,2015-06-03,6682,768,1,1,0,0,2015,6,3,0
953652,2,4,2015-06-04,5810,646,1,1,0,0,2015,6,4,0
954767,2,5,2015-06-05,4938,532,1,1,0,0,2015,6,5,0
955882,2,6,2015-06-06,2641,319,1,0,0,0,2015,6,6,0
956997,2,7,2015-06-07,0,0,0,0,0,0,2015,6,7,0
958112,2,1,2015-06-08,3918,501,1,0,0,0,2015,6,8,1
959227,2,2,2015-06-09,4097,560,1,0,0,0,2015,6,9,0
960342,2,3,2015-06-10,5035,680,1,0,0,0,2015,6,10,0
961457,2,4,2015-06-11,4240,515,1,0,0,0,2015,6,11,0
962572,2,5,2015-06-12,3539,480,1,0,0,0,2015,6,12,0
963687,2,6,2015-06-13,2574,319,1,0,0,0,2015,6,13,0
964802,2,7,2015-06-14,0,0,0,0,0,0,2015,6,14,0
965917,2,1,2015-06-15,8106,762,1,1,0,0,2015,6,15,1
967032,2,2,2015-06-16,6243,648,1,1,0,0,2015,6,16,0
968147,2,3,2015-06-17,6924,805,1,1,0,0,2015,6,17,0
969262,2,4,2015-06-18,5154,594,1,1,0,0,2015,6,18,0
970377,2,5,2015-06-19,4926,544,1,1,0,0,2015,6,19,0
971492,2,6,2015-06-20,3020,323,1,0,0,0,2015,6,20,0
972607,2,7,2015-06-21,0,0,0,0,0,0,2015,6,21,0
973722,2,1,2015-06-22,4123,491,1,0,0,0,2015,6,22,1
974837,2,2,2015-06-23,4094,512,1,0,0,0,2015,6,23,0
975952,2,3,2015-06-24,4805,654,1,0,0,0,2015,6,24,0
977067,2,4,2015-06-25,4022,508,1,0,0,0,2015,6,25,0
978182,2,5,2015-06-26,3953,476,1,0,0,0,2015,6,26,0
979297,2,6,2015-06-27,2404,303,1,0,0,0,2015,6,27,0
980412,2,7,2015-06-28,0,0,0,0,0,0,2015,6,28,0
981527,2,1,2015-06-29,7961,734,1,1,0,0,2015,6,29,1
982642,2,2,2015-06-30,9863,877,1,1,0,0,2015,6,30,0
983757,2,3,2015-07-01,6431,786,1,1,0,0,2015,7,1,0
984872,2,4,2015-07-02,6189,921,1,1,0,0,2015,7,2,0
985987,2,5,2015-07-03,4838,1029,1,1,0,0,2015,7,3,0
987102,2,6,2015-07-04,4475,1147,1,0,0,0,2015,7,4,0
988217,2,7,2015-07-05,0,0,0,0,0,0,2015,7,5,0
989332,2,1,2015-07-06,4132,523,1,0,0,0,2015,7,6,1
990447,2,2,2015-07-07,4313,531,1,0,0,0,2015,7,7,0
991562,2,3,2015-07-08,5676,693,1,0,0,0,2015,7,8,0
992677,2,4,2015-07-09,4082,495,1,0,0,0,2015,7,9,0
993792,2,5,2015-07-10,4384,539,1,0,0,0,2015,7,10,0
994907,2,6,2015-07-11,2677,311,1,0,0,0,2015,7,11,0
996022,2,7,2015-07-12,0,0,0,0,0,0,2015,7,12,0
997137,2,1,2015-07-13,6874,687,1,1,0,1,2015,7,13,1
998252,2,2,2015-07-14,6122,645,1,1,0,1,2015,7,14,0
999367,2,3,2015-07-15,6406,780,1,1,0,1,2015,7,15,0
1000482,2,4,2015-07-16,5062,544,1,1,0,1,2015,7,16,0
1001597,2,5,2015-07-17,4518,495,1,1,0,1,2015,7,17,0
1002712,2,6,2015-07-18,3417,359,1,0,0,0,2015,7,18,0
1003827,2,7,2015-07-19,0,0,0,0,0,0,2015,7,19,0
1004942,2,1,2015-07-20,4435,564,1,0,0,1,2015,7,20,1
1006057,2,2,2015-07-21,3836,532,1,0,0,1,2015,7,21,0
1007172,2,3,2015-07-22,5093,650,1,0,0,1,2015,7,22,0
1008287,2,4,2015-07-23,4108,521,1,0,0,1,2015,7,23,0
1009402,2,5,2015-07-24,3854,468,1,0,0,1,2015,7,24,0
1010517,2,6,2015-07-25,2512,316,1,0,0,0,2015,7,25,0
1011632,2,7,2015-07-26,0,0,0,0,0,0,2015,7,26,0
1012747,2,1,2015-07-27,6627,638,1,1,0,1,2015,7,27,1
1013862,2,2,2015-07-28,5671,646,1,1,0,1,2015,7,28,0
1014977,2,3,2015-07-29,6402,727,1,1,0,1,2015,7,29,0
1016092,2,4,2015-07-30,5567,601,1,1,0,1,2015,7,30,0
1017207,2,5,2015-07-31,6064,625,1,1,0,1,2015,7,31,0
